point_type,station_name,lat,lng,member_casual,total_rides
start,Michigan Ave & Madison St,41.882,-87.625,casual,3199
start,Public Rack - Lafayette Ave & 95th St,41.722,-87.625,casual,25
start,State St & 76th St,41.757,-87.625,casual,26
start,Michigan Ave & Ida B Wells Dr,41.876,-87.624,casual,4419
start,Michigan Ave & 9th St,41.871,-87.624,casual,199
start,Buckingham Fountain,41.87,-87.624,casual,6256
start,Millennium Park,41.881,-87.624,casual,18719
start,Public Rack - Michigan Ave & Wacker Dr (South),41.888,-87.624,casual,55
start,Michigan Ave & 8th St,41.873,-87.624,casual,10977
start,Michigan Ave & 14th St,41.864,-87.624,casual,3540
start,Michigan Ave & Pearson St,41.898,-87.624,casual,4231
start,St. Clair St & Erie St,41.894,-87.623,casual,6069
start,Stetson Ave & South Water St,41.887,-87.623,casual,49
start,Wabash Ave & 87th St,41.737,-87.623,casual,86
start,Mies van der Rohe Way & Chestnut St,41.899,-87.622,casual,5349
start,St Clair St & Ohio St,41.892,-87.622,casual,1
start,Mies van der Rohe Way & Chicago Ave,41.897,-87.622,casual,4125
start,Public Rack - Michigan Ave & 119th St,41.678,-87.621,casual,5
start,Buckingham Fountain,41.876,-87.621,casual,426
start,Columbus Dr & Randolph St,41.885,-87.62,casual,7889
start,Calumet Ave & 18th St,41.858,-87.619,casual,3538
start,Public Rack - Prairie Ave & Garfield Blvd S,41.794,-87.619,casual,4
start,Public Rack - Prairie Ave & 47th St,41.809,-87.619,casual,32
start,Prairie Ave & Garfield Blvd,41.795,-87.619,casual,590
start,Indiana Ave & 103rd St,41.707,-87.618,casual,29
start,McClurg Ct & Ohio St,41.893,-87.618,casual,13
start,Field Museum,41.865,-87.618,casual,9922
start,Calumet Ave & 35th St,41.831,-87.618,casual,466
start,Calumet Ave & 33rd St,41.835,-87.618,casual,751
start,Field Blvd & South Water St,41.886,-87.618,casual,5232
start,MLK Jr Dr & Pershing Rd,41.825,-87.617,casual,443
start,MLK Jr Dr & 47th St,41.81,-87.616,casual,286
start,Public Rack - Washington Park Ct & 51st St,41.802,-87.615,casual,15
start,Martin Luther King Dr & 87th St,41.737,-87.614,casual,37
start,Rhodes Ave & 32nd St,41.836,-87.614,casual,631
start,Rhodes Ave & 32nd St,41.837,-87.613,casual,20
start,Rhodes Ave & 71st St,41.766,-87.612,casual,12
start,Eberhart Ave & 131st St,41.658,-87.611,casual,12
start,Cottage Grove Ave & 111th Pl,41.692,-87.61,casual,57
start,Public Rack - Champlain Ave & 65th St,41.776,-87.609,casual,43
start,Public Rack - Langley Ave & 49th St,41.805,-87.609,casual,15
start,Chicago State University,41.719,-87.608,casual,122
start,Cottage Grove Ave & 49th St,41.806,-87.607,casual,64
start,Cottage Grove Ave & 63rd St,41.781,-87.606,casual,350
start,Cottage Grove Ave & 67th St,41.774,-87.606,casual,182
start,Cottage Grove Ave & 78th St,41.753,-87.605,casual,43
start,Ellis Ave & 60th St,41.785,-87.601,casual,3916
start,Ellis Ave & 53rd St,41.799,-87.601,casual,1591
start,University Ave & 57th St,41.791,-87.6,casual,5065
start,University Ave & 57th St,41.792,-87.6,casual,8
start,Woodlawn Ave & Lake Park Ave,41.814,-87.597,casual,505
start,Woodlawn Ave & 55th St,41.795,-87.596,casual,2787
start,Public Rack - Woodlawn Ave & 63rd St N,41.781,-87.596,casual,91
start,Kimbark Ave & 53rd St,41.8,-87.595,casual,58
start,Public Rack - Kimbark Ave & 67th St,41.774,-87.594,casual,61
start,Dorchester Ave & 49th St,41.806,-87.592,casual,330
start,Lake Park Ave & 47th St,41.809,-87.592,casual,729
start,Olive Harvey College,41.71,-87.59,casual,38
start,Cornell Ave & Hyde Park Blvd,41.802,-87.587,casual,2109
start,Lake Park Ave & 53rd St,41.8,-87.586,casual,19
start,Jeffery Blvd & 67th St,41.774,-87.577,casual,273
start,63rd St Beach,41.781,-87.576,casual,868
start,Jeffery Blvd & 76th St,41.757,-87.576,casual,42
start,Big Marsh Park,41.686,-87.574,casual,308
start,Public Rack - South Shore Dr & 71st St,41.766,-87.563,casual,56
start,Commercial Ave & 90th St,41.732,-87.552,casual,28
start,Commercial Ave & 130th St,41.659,-87.551,casual,80
start,Ewing Ave & 106th St,41.703,-87.536,casual,79
start,Ewing Ave & 97th St,41.72,-87.535,casual,32
start,Ewing Ave & 98th St,41.718,-87.535,casual,30
start,Steelworkers Park,41.738,-87.531,casual,139
start,Public Rack - Ewing Ave & 106th St,41.702,-87.535,casual,1
start,Wentworth Ave & 104th St,41.705,-87.629,casual,5
start,Commercial Ave & 100th St,41.713,-87.551,casual,18
start,Yates Ave & 95th St,41.722,-87.565,casual,2
start,Eggleston Ave & 92nd St,41.728,-87.635,casual,40
start,Public Rack - 85th Pl & Pulaski Rd,41.737,-87.721,casual,7
start,South Chicago Ave & 83rd St,41.744,-87.575,casual,30
start,Stony Island Ave & South Chicago Ave,41.751,-87.585,casual,19
start,Rainbow Beach,41.758,-87.55,casual,4
start,Evans Ave & 75th St,41.758,-87.606,casual,18
start,Public Rack - Kingston Ave & 75th St,41.759,-87.562,casual,1
start,Hamilton Park,41.763,-87.637,casual,37
start,Homan Ave & 65th St,41.775,-87.708,casual,15
start,Public Rack - Maplewood Ave & 63rd St,41.779,-87.687,casual,1
start,Public Rack - Wentworth Park,41.789,-87.78,casual,4
start,Woodlawn Ave & 58th St,41.79,-87.596,casual,1
start,Public Rack - Lockwood & Archer,41.797,-87.755,casual,9
start,Kildare Ave & Archer Ave,41.801,-87.73,casual,11
start,Public Rack - Ashland Ave & 46th St,41.811,-87.665,casual,4
start,Lavergne Ave & 44th St,41.813,-87.749,casual,15
start,Public Rack - Kedzie Ave & Pershing Rd,41.823,-87.704,casual,2
start,Wentworth Ave & 35th St,41.831,-87.632,casual,11
start,Shields Ave & 28th Pl,41.843,-87.636,casual,11
start,Public Rack - Avers Ave & Ogden Ave,41.853,-87.721,casual,9
start,Ashland Ave & 13th St,41.865,-87.666,casual,8
start,Public Rack - Homan Ave & Roosevelt,41.866,-87.711,casual,2
start,Public Rack - Wells St & Monroe St,41.881,-87.634,casual,10
start,Wells St & Randolph St,41.884,-87.633,casual,3
start,Desplaines St & Kinzie St,41.888,-87.644,casual,7
start,McClurg Ct & Ohio St,41.891,-87.617,casual,1
start,McClurg Ct & Ohio St,41.892,-87.618,casual,7
start,Public Rack - Western Ave & Chicago Ave,41.896,-87.687,casual,11
start,Larrabee St & Kingsbury St,41.898,-87.644,casual,2
start,Public Rack - Damen Ave & Division St,41.903,-87.676,casual,21
start,Public Rack - Wells St & Schiller St,41.908,-87.635,casual,25
start,Public Rack - Cicero Ave & North Ave,41.909,-87.746,casual,6
start,Karlov Ave & Armitage Ave,41.918,-87.729,casual,1
start,California Ave & Francis Pl,41.919,-87.698,casual,13
start,Mango Ave & Grand Ave,41.92,-87.769,casual,18
start,Cannon Dr & Fullerton Ave,41.927,-87.635,casual,3
start,Public Rack - Keystone Ave & Irving Park Rd,41.954,-87.73,casual,2
start,Broadway & Cuyler Ave,41.955,-87.651,casual,10
start,California Ave & Montrose Ave,41.961,-87.696,casual,2
start,Sheridan Rd & Montrose Ave,41.961,-87.655,casual,15
start,Public Rack - Milwaukee Ave & Lawrence Ave,41.967,-87.76,casual,12
start,Public Rack - Pulaski & Ardmore,41.986,-87.728,casual,8
start,Granville Ave & Pulaski Rd,41.993,-87.729,casual,2
start,California Ave & Granville Ave,41.994,-87.699,casual,6
start,University Library (NU),42.053,-87.674,casual,3
start,Public Rack - Ozark Ave & Addison St,41.945,-87.82,casual,6
start,Public Rack - Central Ave & Lawrence Ave,41.968,-87.767,casual,1
start,Public Rack - Leclaire Ave & Division St,41.902,-87.753,casual,1
start,Pulaski Rd & 54th St,41.795,-87.723,casual,1
start,Public Rack - Hamlin Ave & Madison St,41.881,-87.721,casual,4
start,Sheridan Rd & Noyes St (NU),42.058,-87.678,casual,21
start,Public Rack - 111th St - Morgan Park Metra,41.693,-87.671,casual,7
start,Paulina St & Division St,41.903,-87.67,casual,3
start,Sheffield/Cornelia Corral,41.946,-87.654,casual,4
start,Public Rack - Sheffield Ave & Belden Ave,41.923,-87.654,casual,8
start,N Green St & W Lake St,41.886,-87.649,casual,5
start,Public Rack - Green St & 103rd St,41.707,-87.643,casual,2
start,Public Rack - Desplaines St & Fulton St,41.887,-87.643,casual,11
start,Clinton St & Washington Blvd,41.884,-87.641,casual,10
start,Wallace St & Pershing Rd,41.824,-87.64,casual,44
start,Wells St & Randolph St,41.885,-87.634,casual,7
start,Public Rack - Wabash Ave & Chicago Ave,41.897,-87.627,casual,1
start,Michigan Ave & Washington St,41.884,-87.624,casual,7
start,Buckingham Fountain,41.876,-87.62,casual,3
start,Columbus Dr & Randolph St,41.884,-87.62,casual,7
start,Field Blvd & South Water St,41.887,-87.618,casual,5
start,Public Rack - King Dr & Oakwood Blvd,41.823,-87.616,casual,6
start,Public Rack - 532 E 43rd St,41.817,-87.613,casual,15
start,Public Rack - Langley Ave & Oakwood Blvd,41.823,-87.61,casual,18
start,Stony Island Ave & 82nd St,41.747,-87.586,casual,34
start,Public Rack - Newland Ave & Diversey Ave,41.931,-87.799,casual,2
start,Public Rack - Neola & Northwest Hwy,41.99,-87.795,casual,3
start,Public Rack - Mulligan & Northwest Hwy,41.986,-87.787,casual,1
start,Public Rack - Narragansett Ave & Fullerton Ave,41.924,-87.784,casual,8
start,Public Rack - Division St & Christiana Ave,41.903,-87.711,casual,5
start,Public Rack - Western Ave & 104th St - West,41.704,-87.682,casual,1
start,Southport Ave & Clybourn Ave,41.921,-87.666,casual,8
start,Public Rack - Ashland Ave & 76th St,41.756,-87.664,casual,1
start,May St & Taylor St,41.87,-87.656,casual,1
start,Sheffield Ave & Fullerton Ave,41.925,-87.654,casual,2
start,Pine Grove Ave & Waveland Ave,41.95,-87.646,casual,1
start,Pine Grove Ave & Wellington Ave,41.936,-87.642,casual,7
start,Wabash Ave & Grand Ave,41.892,-87.626,casual,4
start,Rush St & Superior St,41.895,-87.626,casual,7
start,Wabash Ave & Wacker Pl,41.886,-87.626,casual,5
start,Michigan Ave & Pearson St,41.897,-87.624,casual,2
start,Public Rack - Champlain Ave & 134th St,41.657,-87.606,casual,1
start,Public Rack - Pullman - Walmart,41.697,-87.598,casual,6
start,Public Rack - East End Ave & 87th St,41.737,-87.584,casual,3
start,Ave H & 110th St,41.696,-87.533,casual,4
start,Public Rack - Osceola Ave & Touhy Ave,42.012,-87.813,casual,1
start,Public Rack - 63rd St and Natoma Ave,41.778,-87.788,casual,2
start,Public Rack - Elston Ave & Gunnison St,41.969,-87.741,casual,2
start,Public Rack - Central Park Ave & Fulton Blvd,41.886,-87.716,casual,5
start,Kedzie Ave & 24th St,41.848,-87.706,casual,1
start,Public Rack - California Ave & Pershing Rd,41.823,-87.695,casual,8
start,Logan Blvd & Elston Ave,41.93,-87.684,casual,3
start,Peoria St & Kinzie St,41.889,-87.649,casual,2
start,Franklin St & Lake St,41.885,-87.636,casual,4
start,Morgan St & Lake St*,41.916,-87.627,casual,2
start,Fairbanks Ct & Grand Ave,41.891,-87.62,casual,1
start,Ellis Ave & 58th St,41.788,-87.601,casual,1
start,Bennett Ave & 79th St,41.752,-87.579,casual,1
start,Public Rack - Forest Glen & Peterson,41.99,-87.743,casual,4
start,Public Rack - Kedvale Ave & 26th St,41.844,-87.728,casual,1
start,Public Rack - Central Park Ave & 16th St,41.859,-87.716,casual,1
start,Western Ave & Winnebago Ave,41.915,-87.687,casual,3
start,Winchester Ave & Elston Ave,41.924,-87.677,casual,3
start,Public Rack - Ashland Ave & 71st St,41.766,-87.664,casual,5
start,Sheridan Rd & Columbia Ave,42.005,-87.662,casual,6
start,Public Rack - Racine Ave & 109th Pl,41.695,-87.653,casual,3
start,Public Rack - Halsted St & 41st St,41.82,-87.646,casual,3
start,Public Rack - Wabash Ave & 87th St,41.736,-87.623,casual,2
start,Cottage Grove Ave & 107th St,41.7,-87.608,casual,5
start,Stony Island Ave & 71st St,41.766,-87.587,casual,1
start,Public Rack - 10101 S Stony Island Ave,41.708,-87.581,casual,1
start,Public Rack - Brandon Ave & 91st St,41.73,-87.547,casual,1
start,Public Rack - Pulaski Rd & Roosevelt Rd,41.866,-87.724,casual,4
start,Public Rack - Kedzie Ave & 61st Pl W,41.782,-87.703,casual,3
start,Public Rack - Western Ave & 47th Pl,41.808,-87.685,casual,8
start,Milwaukee Ave & Wabansia Ave,41.913,-87.682,casual,7
start,Public Rack - Clark St & Diversey Pkwy (North 2),41.934,-87.646,casual,2
start,Orleans St & Merchandise Mart Plaza,41.887,-87.637,casual,1
start,Shields Ave & 57th St,41.791,-87.635,casual,7
start,LaSalle St & Jackson Blvd,41.878,-87.631,casual,2
start,Michigan Ave & Lake St,41.886,-87.627,casual,2
start,Wabash Ave & Jackson Blvd,41.877,-87.626,casual,1
start,Michigan Ave & Lake St,41.886,-87.623,casual,3
start,Public Rack - Jeffery Blvd & 67th St,41.773,-87.576,casual,1
start,Public Rack - Kilpatrick & Elston,41.97,-87.743,casual,5
start,Public Rack - Komensky Ave & 63rd St,41.779,-87.724,casual,3
start,Franklin St & Monroe St,41.881,-87.636,casual,1
start,Public Rack - Bensley Ave & 103rd St,41.708,-87.563,casual,1
start,Public Rack - Pulaski Rd & 65th St,41.774,-87.723,casual,1
start,Springfield Ave & 80th St,41.747,-87.719,casual,1
start,Public Rack - Kedzie & 103rd St - W,41.705,-87.701,casual,2
start,Public Rack - California & 87th,41.736,-87.692,casual,1
start,Public Rack - Washtenaw Ave & 63rd St,41.779,-87.691,casual,1
start,Public Rack - Western Ave & 79th St,41.75,-87.683,casual,1
start,Ashland Ave & Chicago Ave,41.9,-87.677,casual,1
start,Public Rack - Wood St & 103rd St,41.706,-87.667,casual,2
start,Public Rack - Normal Ave & 111th St,41.692,-87.635,casual,1
start,Rush St & Cedar St,41.903,-87.628,casual,2
start,Public Rack - Hyde Park Blvd & 53rd St,41.8,-87.584,casual,3
start,Public Rack - Peterson Ave & Milwaukee Ave,41.99,-87.781,casual,1
start,Public Rack - Menard Ave & Adams Blvd,41.878,-87.769,casual,3
start,Public Rack - Central & Berteau,41.957,-87.767,casual,5
start,Public Rack - Leoti Ave & Central Ave (south),41.998,-87.763,casual,1
start,Public Rack - Sacramento Blvd & Washington Blvd,41.883,-87.7,casual,2
start,Public Rack - Normal Blvd & 61st Pl,41.782,-87.637,casual,1
start,State St & Kinzie St,41.89,-87.628,casual,1
start,Baltimore Ave & 133rd St,41.654,-87.547,casual,1
start,Eckhart Park,41.897,-87.661,casual,5
start,Addison Red Line Corral,41.948,-87.654,casual,1
start,Canal St & Jackson Blvd,41.878,-87.639,casual,1
start,Public Rack - Wells St & Lake St,41.886,-87.633,casual,1
start,Michigan Ave & 18th St,41.858,-87.625,casual,1
start,Public Rack - Maryland Ave & 87th ST,41.737,-87.604,casual,1
start,Public Rack - Bell Ave & 95th St,41.721,-87.679,casual,2
start,Columbus Dr & Randolph St,41.884,-87.617,casual,1
start,Ada St & Washington Blvd,41.88,-87.667,casual,1
start,Public Rack - Michigan Ave & Wacker Dr (North),41.89,-87.624,casual,2
start,Public Rack - Cottage Grove & 86th St,41.738,-87.605,casual,1
start,Burnham Greenway & 112th St,41.692,-87.531,casual,2
start,Bernard St & Peterson Ave,41.991,-87.715,casual,1
start,Chicago Ave & Washington St,42.032,-87.679,casual,2
start,Public Rack - Hoyne Ave & 51st St,41.801,-87.677,casual,1
start,Public Rack - Halsted St & 80th St,41.748,-87.644,casual,1
start,Public Rack - Wells St & North Ave,41.911,-87.634,casual,1
start,Public Rack - Laramie Ave & Warwick Ave,41.949,-87.757,casual,2
start,Public Rack - Western Ave & 110th St,41.694,-87.682,casual,1
start,Paulina St & Flournoy St,41.873,-87.668,casual,1
start,MLK Jr Dr & Pershing Rd,41.824,-87.617,casual,1
start,Public Rack - Ewing Ave & 102nd St,41.71,-87.535,casual,1
start,Public Rack - Laflin St & 79th St,41.75,-87.662,casual,1
start,Ogden Ave & Roosevelt Rd,41.866,-87.685,casual,1
start,Public Rack - DuSable Lake Shore Dr & Ontario St,41.894,-87.615,casual,1
start,Public Rack - Monticello Ave & Belmont Ave,41.94,-87.719,casual,1
start,Public Rack - Austin & Higgins,41.973,-87.778,casual,1
start,Public Rack - Milwaukee Ave & Pensacola Ave,41.959,-87.753,casual,1
start,Indiana Ave & 40th St,41.822,-87.621,casual,1
start,Fairbanks Ct & Grand Ave,41.891,-87.621,casual,1
start,Public Rack - 53rd St & Indiana Ave,41.798,-87.621,casual,1
end,Oconto Ave & Belmont Ave,41.938,-87.808,casual,34
end,Overhill Ave & Belmont Ave,41.938,-87.819,casual,53
end,Nagle Ave & Belmont Ave,41.939,-87.787,casual,45
end,Public Rack - N. Oakview and W. Gregory St,41.98,-87.844,casual,11
end,Harlem Ave & Bloomingdale Ave,41.912,-87.806,casual,71
end,Higgins Ave & Austin Ave,41.973,-87.779,casual,109
end,Kilbourn Ave & 49th St,41.804,-87.736,casual,58
end,Panama Ave & Grace St,41.948,-87.829,casual,53
end,Oak Park & Wellington,41.935,-87.796,casual,48
end,Public Rack - Neenah & Dakin,41.952,-87.791,casual,4
end,Austin Ave & Milwaukee Ave,41.987,-87.778,casual,96
end,Portage Park,41.956,-87.765,casual,294
end,Lavergne Ave & Diversey Ave,41.931,-87.751,casual,131
end,Kostner Ave & Belmont Ave,41.939,-87.737,casual,163
end,Laramie Ave & Bloomingdale Ave,41.914,-87.756,casual,64
end,Kedzie Ave & George St,41.934,-87.707,casual,592
end,Lavergne Ave & Lawrence Ave,41.968,-87.753,casual,70
end,Milwaukee Ave & Ainslie St,41.969,-87.761,casual,550
end,Meade Ave & Addison St,41.946,-87.779,casual,70
end,North Boundary Park,42.013,-87.709,casual,208
end,Central Ave & Lake St,41.888,-87.765,casual,61
end,Lamon Ave & Chicago Ave,41.895,-87.748,casual,42
end,Western Ave & Lake St,41.885,-87.687,casual,110
end,St Louis Ave & Armitage Ave,41.917,-87.714,casual,75
end,Lavergne Ave & Fullerton Ave,41.924,-87.751,casual,105
end,Major Ave & Bloomingdale Ave,41.913,-87.769,casual,18
end,Public Rack - Melvina Ave & Montrose Ave,41.959,-87.782,casual,2
end,Kedzie Ave & Foster Ave,41.976,-87.709,casual,413
end,Milwaukee Ave & Cuyler Ave,41.954,-87.75,casual,336
end,Richmond St & Lincoln Ave,41.988,-87.703,casual,123
end,Laramie Ave & Madison St,41.88,-87.755,casual,29
end,Karlov Ave & Madison St,41.881,-87.728,casual,28
end,Central Ave & Chicago Ave,41.895,-87.765,casual,40
end,Public Rack - Central & Leland,41.965,-87.767,casual,11
end,Drake Ave & Montrose Ave,41.961,-87.717,casual,459
end,Grace St & Central Ave,41.95,-87.767,casual,111
end,Ravenswood Ave & Lawrence Ave,41.968,-87.674,casual,4547
end,Monticello Ave & Lawrence Ave,41.969,-87.718,casual,164
end,Grace St & Cicero Ave,41.95,-87.747,casual,167
end,Montrose Harbor,41.964,-87.638,casual,10707
end,Kostner Ave & Wrightwood Ave,41.928,-87.736,casual,291
end,Sheffield Ave & Addison St,41.947,-87.654,casual,5498
end,St. Louis Ave & Fullerton Ave,41.925,-87.714,casual,1014
end,Lakefront Trail & Wilson Ave,41.967,-87.643,casual,4317
end,Public Rack - 56th St & Mulligan Ave,41.791,-87.78,casual,1
end,Clark St & Winnemac Ave,41.973,-87.668,casual,4567
end,Public Rack - Milwaukee Ave & Sunnyside Ave,41.963,-87.756,casual,11
end,Public Rack - Keating & Peterson,41.99,-87.747,casual,20
end,Leavitt St & Armitage Ave,41.918,-87.682,casual,1555
end,Cicero Ave & Wellington Ave,41.935,-87.746,casual,36
end,Public Rack - Lavergne Ave & Belle Plaine Ave,41.955,-87.752,casual,19
end,Albany Ave & Montrose Ave,41.961,-87.706,casual,755
end,Broadway & Argyle St,41.974,-87.66,casual,1927
end,Public Rack - Lamon Ave & Archer Ave,41.798,-87.745,casual,2
end,Public Rack - Mango & Higgins,41.972,-87.772,casual,18
end,Sacramento Blvd & Franklin Blvd,41.89,-87.703,casual,106
end,Kildare Ave & 47th St,41.808,-87.731,casual,51
end,Public Rack - Drake Ave & Leland Ave,41.966,-87.717,casual,13
end,Racine Ave & Randolph St,41.884,-87.657,casual,1240
end,Tripp Ave & 65th St,41.775,-87.729,casual,113
end,Public Rack - Mason & Archer,41.795,-87.771,casual,1
end,Kostner Ave & Bryn Mawr Ave,41.983,-87.738,casual,156
end,Kedzie Ave & 66th Pl,41.773,-87.703,casual,39
end,Malden St & Wilson Ave,41.965,-87.663,casual,550
end,Wells St & Concord Ln,41.912,-87.635,casual,9100
end,Campbell Ave & Augusta Blvd,41.9,-87.689,casual,957
end,Lamon Ave & Belmont Ave,41.939,-87.749,casual,69
end,Addison/Racine Corral,41.947,-87.659,casual,799
end,Kedvale Ave & Peterson Ave,41.99,-87.732,casual,47
end,Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),41.735,-87.731,casual,18
end,Harding Ave & 26th St,41.844,-87.723,casual,61
end,Greenview Ave & Diversey Pkwy,41.933,-87.666,casual,1421
end,21st St & Pulaski Rd,41.853,-87.725,casual,33
end,Aberdeen St & Randolph St,41.884,-87.654,casual,3372
end,Cherry Ave & Blackhawk St,41.907,-87.656,casual,355
end,Wood St & Beach Ave,41.908,-87.673,casual,3417
end,Troy St & Elston Ave,41.945,-87.707,casual,752
end,Clarendon Ave & Junior Ter,41.961,-87.65,casual,3818
end,Homan Ave & 77th St,41.754,-87.708,casual,28
end,Springfield Ave & North Ave,41.91,-87.724,casual,257
end,Sawyer Ave & Fullerton Ave,41.924,-87.709,casual,152
end,Homan Ave & Arthington Ave,41.87,-87.711,casual,41
end,Artesian Ave & Hubbard St,41.89,-87.688,casual,1339
end,Komensky Ave & 47th St,41.808,-87.725,casual,33
end,Kedzie Ave & Jackson Blvd,41.877,-87.706,casual,72
end,Western Ave & Wabansia Ave,41.912,-87.688,casual,424
end,California Ave & Altgeld St,41.927,-87.698,casual,868
end,St. Louis & 71st St,41.764,-87.71,casual,58
end,Western Ave & Granville Ave,41.994,-87.689,casual,455
end,Public Rack - Jonathan Y Scammon Public School,41.942,-87.732,casual,49
end,Public Rack - Lowell Ave & Elston Ave,41.966,-87.737,casual,53
end,Lincoln Ave & Winona St,41.975,-87.693,casual,559
end,Springfield Ave & 80th St,41.748,-87.719,casual,31
end,Rockwell St & Fletcher St,41.939,-87.693,casual,695
end,Marine Dr & Ainslie St,41.972,-87.65,casual,2627
end,Hampden Ct & Diversey Pkwy,41.932,-87.642,casual,2154
end,LaSalle Dr & Huron St,41.895,-87.632,casual,4101
end,Carpenter St & Huron St,41.895,-87.653,casual,2365
end,Leavitt St & Chicago Ave,41.896,-87.682,casual,1562
end,Ashland Ave & Blackhawk St,41.907,-87.667,casual,2197
end,Broadway & Berwyn Ave,41.978,-87.66,casual,2045
end,Sacramento Ave & Pratt Blvd,42.004,-87.705,casual,115
end,Drake Ave & Armitage Ave,41.917,-87.715,casual,139
end,Bernard St & Peterson Ave,41.99,-87.715,casual,51
end,Granville Ave & Pulaski Rd,41.992,-87.729,casual,30
end,Millard Ave & 26th St,41.845,-87.716,casual,95
end,Central Park Ave & 24th St,41.848,-87.715,casual,195
end,Lakewood Ave & Addison St,41.947,-87.661,casual,77
end,Richmond St & 59th St,41.786,-87.697,casual,64
end,Public Rack - Spaulding Ave & Evergreen Ave,41.905,-87.71,casual,57
end,Clark St & Wrightwood Ave,41.93,-87.643,casual,5130
end,Clark St & Eddy St,41.946,-87.656,casual,2067
end,St Louis Ave & 59th St,41.786,-87.711,casual,56
end,California Ave & Granville Ave,41.994,-87.7,casual,246
end,California Ave & Touhy Ave,42.012,-87.7,casual,180
end,Ada St & Washington Blvd,41.883,-87.661,casual,1629
end,Lincoln Ave & Roscoe St*,41.943,-87.671,casual,2287
end,Desplaines St & Jackson Blvd,41.878,-87.644,casual,2821
end,Damen Ave & Lake St,41.885,-87.677,casual,1511
end,Ogden Ave & Race Ave,41.892,-87.659,casual,2206
end,Damen Ave & Grand Ave,41.892,-87.677,casual,1981
end,Milwaukee Ave & Wabansia Ave,41.913,-87.681,casual,376
end,Sedgwick St & Webster Ave,41.922,-87.639,casual,3736
end,Hampden Ct & Diversey Ave,41.933,-87.642,casual,468
end,Southport Ave & Belmont Ave,41.939,-87.664,casual,2755
end,Sheridan Rd & Berwyn Ave,41.978,-87.655,casual,519
end,Kildare Ave & 26th St,41.844,-87.733,casual,24
end,Racine Ave & 18th St,41.858,-87.656,casual,1881
end,Elizabeth St & Randolph St,41.884,-87.659,casual,2866
end,Smith Park,41.892,-87.689,casual,778
end,Eckhart Park,41.896,-87.661,casual,1890
end,Western Ave & Ardmore Ave,41.987,-87.69,casual,141
end,Clark St & Lunt Ave,42.009,-87.674,casual,1186
end,Virginia Ave & Catalpa Ave,41.981,-87.705,casual,98
end,Budlong Woods Library,41.984,-87.696,casual,325
end,Dearborn St & Adams St Corral,41.88,-87.63,casual,9141
end,DuSable Lake Shore Dr & Wellington Ave,41.937,-87.637,casual,6397
end,Stetson Ave & South Water St,41.887,-87.622,casual,3405
end,Morgan St & 18th St,41.858,-87.651,casual,1903
end,Broadway & Sheridan Rd,41.953,-87.65,casual,3571
end,Broadway & Waveland Ave,41.949,-87.649,casual,5274
end,Peoria St & Jackson Blvd,41.878,-87.65,casual,3396
end,Wells St & Madison St,41.882,-87.634,casual,1053
end,Public Rack - Kedzie Ave & Chicago Ave,41.896,-87.706,casual,13
end,Homan Ave & 26th St,41.844,-87.71,casual,94
end,May St & Cullerton St,41.855,-87.654,casual,718
end,Orleans St & Merchandise Mart Plaza,41.888,-87.636,casual,4846
end,Malcolm X College,41.878,-87.674,casual,510
end,Lincoln Ave & Montana St,41.927,-87.651,casual,1086
end,Ravenswood Ave & Berteau Ave,41.958,-87.674,casual,1105
end,Pershing Rd & Sacramento Ave,41.822,-87.7,casual,145
end,Spaulding Ave & 63rd,41.779,-87.706,casual,52
end,Ashland Ave & McDowell Ave,41.81,-87.663,casual,161
end,Kedzie Ave & Archer Ave,41.814,-87.704,casual,99
end,Public Rack - Campbell Ave & Pratt Blvd,42.005,-87.693,casual,6
end,Kedzie Ave & 73rd St,41.761,-87.702,casual,18
end,Seminary Ave & Belden Ave,41.923,-87.656,casual,553
end,California Ave & 21st St,41.854,-87.696,casual,305
end,Western Ave & Lyndale St,41.923,-87.688,casual,313
end,Lincoln Ave & Dickens Ave,41.92,-87.642,casual,1279
end,Southport Ave & Clybourn Ave,41.921,-87.664,casual,1117
end,Larrabee St & Webster Ave,41.922,-87.644,casual,5441
end,California Ave & 26th St,41.844,-87.695,casual,51
end,Spaulding Ave & 16th St,41.859,-87.708,casual,66
end,Financial Pl & Ida B Wells Dr,41.875,-87.633,casual,2543
end,Canal St & Madison St,41.882,-87.64,casual,7117
end,Western Ave & Lake St,41.885,-87.686,casual,29
end,N Damen Ave & W Chicago Ave,41.896,-87.679,casual,206
end,Larrabee St & Kingsbury St,41.898,-87.643,casual,4122
end,Francisco Ave & Hollywood Ave,41.985,-87.702,casual,30
end,Wentworth Ave & 107th St,41.7,-87.628,casual,48
end,Leavitt St & Archer Ave,41.829,-87.681,casual,430
end,Dusable Harbor,41.887,-87.613,casual,13351
end,Daley Center Plaza,41.884,-87.63,casual,4366
end,Carpenter St & Fulton St,41.887,-87.653,casual,708
end,Racine Ave & Fullerton Ave,41.926,-87.658,casual,2636
end,Maplewood Ave & Peterson Ave,41.99,-87.693,casual,216
end,Sheffield Ave & Fletcher St,41.939,-87.653,casual,361
end,Ogden Ave & Congress Pkwy,41.875,-87.673,casual,780
end,Public Rack - Central Ave & Corcoran Pl,41.887,-87.765,casual,6
