point_type,station_name,lat,lng,member_casual,total_rides
end,Hoyne Ave & Balmoral Ave,41.98,-87.682,member,1416
end,Wilton Ave & Belmont Ave,41.94,-87.653,member,14083
end,Public Rack - Komensky Ave & 59th St,41.786,-87.724,member,20
end,Archer Ave & Homan Ave,41.812,-87.709,member,31
end,Central Park Ave & Washington Blvd,41.883,-87.715,member,33
end,Francisco Ave & Foster Ave,41.976,-87.701,member,1872
end,Pulaski Rd & 75th St,41.757,-87.722,member,29
end,Federal St & Polk St,41.872,-87.63,member,11748
end,Conservatory Dr & Lake St,41.886,-87.717,member,225
end,Lincoln Ave & Fullerton Ave,41.924,-87.646,member,11587
end,Lakeview Ave & Fullerton Pkwy,41.926,-87.639,member,9422
end,Central Park Ave & Douglas Blvd,41.862,-87.716,member,29
end,Public Rack - Central Park Ave & Fillmore St,41.868,-87.715,member,8
end,Sangamon St & Lake St,41.886,-87.651,member,7003
end,Public Rack - Washtenaw Ave & Superior St,41.895,-87.695,member,371
end,State St & 35th St,41.831,-87.627,member,1574
end,Field Museum,41.865,-87.618,member,2522
end,Sangamon St & Adams St,41.879,-87.651,member,2260
end,Wabash Ave & Grand Ave,41.891,-87.627,member,12469
end,Mies van der Rohe Way & Chicago Ave,41.897,-87.622,member,8270
end,Noble St & Milwaukee Ave,41.901,-87.663,member,5402
end,Damen Ave & Wabansia Ave,41.912,-87.677,member,2214
end,Public Rack - Pulaski Rd & Armitage Ave,41.917,-87.727,member,12
end,Theater on the Lake,41.926,-87.631,member,11434
end,Burling St & Diversey Pkwy,41.933,-87.648,member,8229
end,Albany Ave & Belmont Ave,41.94,-87.705,member,445
end,Ravenswood Ave & Irving Park Rd,41.955,-87.674,member,3563
end,Lincoln Ave & Peterson Ave,41.99,-87.709,member,531
end,Rush St & Superior St,41.896,-87.626,member,8686
end,Damen Ave & Division St,41.903,-87.678,member,6051
end,Kedzie Ave & Lake St,41.885,-87.706,member,241
end,Wells St & Hubbard St,41.89,-87.634,member,15805
end,Francisco Ave & Chicago Ave,41.896,-87.699,member,1356
end,Mies van der Rohe Way & Chestnut St,41.899,-87.622,member,8916
end,Seeley Ave & Roscoe St,41.943,-87.68,member,3471
end,Ridge Blvd & Howard St,42.019,-87.685,member,410
end,Calumet Ave & 18th St,41.858,-87.619,member,5479
end,Mozart St & Jackson Blvd,41.878,-87.697,member,155
end,California Ave & Lake St,41.884,-87.696,member,404
end,Central Park Ave & Ohio St,41.892,-87.716,member,110
end,Wood St & Augusta Blvd,41.899,-87.672,member,4638
end,Larrabee St & Division St,41.903,-87.643,member,7061
end,Halsted St & Willow St,41.914,-87.649,member,6104
end,Broadway & Sunnyside Ave,41.963,-87.656,member,3593
end,Lawndale Ave & 30th St,41.839,-87.717,member,41
end,Campbell Ave & North Ave,41.911,-87.69,member,4025
end,May St & Taylor St,41.869,-87.656,member,1953
end,Cicero Ave & Lake St,41.887,-87.745,member,23
end,Public Rack - Kimball Ave & Carmen Ave,41.974,-87.713,member,18
end,Sacramento Ave & Lunt Ave,42.008,-87.705,member,198
end,Public Rack - Hamlin Ave & Madison St,41.881,-87.721,member,4
end,Lincolnwood Dr & Central St,42.065,-87.715,member,150
end,Hastings LWS,41.864,-87.68,member,487
end,Ashland Ave & Grand Ave,41.891,-87.667,member,2892
end,Halsted St & North Branch St,41.899,-87.649,member,461
end,Southport Ave & Clark St,41.957,-87.664,member,2475
end,Granville Ave & Clark St,41.994,-87.67,member,622
end,Dearborn St & Van Buren St,41.876,-87.629,member,4107
end,Damen Ave & Leland Ave,41.967,-87.679,member,4925
end,Clark St & Touhy Ave,42.013,-87.674,member,631
end,Clark St & Arlington Pl,41.927,-87.641,member,5688
end,Wentworth Ave & 35th St,41.831,-87.633,member,1100
end,Dodge Ave & Church St,42.048,-87.698,member,481
end,Clark St & Elm St,41.903,-87.631,member,19276
end,Sacramento Ave & Lyndale St,41.922,-87.702,member,676
end,LaSalle St & Jackson Blvd,41.878,-87.632,member,13219
end,Maplewood Ave & 59th St,41.786,-87.687,member,50
end,Rockwell St & Cermak Rd,41.852,-87.691,member,206
end,Wabash Ave & Wacker Pl,41.887,-87.626,member,3561
end,Kingsbury St & Erie St,41.894,-87.642,member,15400
end,Spaulding Ave & Division St,41.903,-87.709,member,1254
end,Francisco Ave & Bloomingdale Ave,41.914,-87.699,member,732
end,Southport Ave & Clybourn Ave,41.922,-87.666,member,1113
end,Public Rack - Hamlin Ave & Fullerton Ave,41.924,-87.721,member,122
end,Pine Grove Ave & Waveland Ave,41.949,-87.646,member,11708
end,Sheridan Rd & Greenleaf Ave,42.011,-87.662,member,1531
end,Western Ave & Howard St,42.019,-87.69,member,816
end,Paulina St & 18th St,41.858,-87.669,member,2936
end,Dodge Ave & Main St,42.035,-87.699,member,464
end,Kingsbury St & Kinzie St,41.889,-87.639,member,19049
end,Morgan St & Hubbard St,41.89,-87.653,member,1087
end,Dearborn St & Monroe St,41.881,-87.63,member,7085
end,Franklin St & Washington St,41.883,-87.635,member,5255
end,Clifton Ave & Armitage Ave,41.918,-87.657,member,7385
end,Kedzie Ave & 24th St,41.848,-87.705,member,62
end,Western Ave & 21st St,41.854,-87.686,member,724
end,Washtenaw Ave & Ogden Ave,41.862,-87.693,member,229
end,Fairfield Ave & Roosevelt Rd,41.867,-87.695,member,245
end,Western Ave & Monroe St,41.881,-87.687,member,845
end,Canal St & Jackson Blvd,41.878,-87.64,member,10027
end,Wolcott Ave & Fargo Ave,42.017,-87.678,member,415
end,Ridge Blvd & Touhy Ave,42.012,-87.683,member,588
end,Western Ave & 101st St,41.71,-87.682,member,18
end,Kedzie Ave & 45th St,41.811,-87.704,member,9
end,Dearborn St & Adams St,41.879,-87.63,member,7520
end,Halsted St & Dickens Ave,41.92,-87.649,member,6918
end,Western Ave & 79th St,41.751,-87.683,member,30
end,La Villita Park,41.839,-87.702,member,32
end,Troy Ave & 27th St,41.843,-87.704,member,8
end,Damen Ave & Cullerton St,41.855,-87.676,member,1875
end,Orleans St & Hubbard St,41.89,-87.637,member,6179
end,Noble St & Potomac Ave,41.906,-87.663,member,1102
end,Ellis Ave & 53rd St,41.799,-87.601,member,4872
end,Public Rack - Western Blvd & 49th St,41.805,-87.684,member,29
end,Public Rack - Western Ave & 47th Pl,41.808,-87.685,member,108
end,Michigan Ave & Ida B Wells Dr,41.876,-87.624,member,2721
end,Dearborn St & Madison St,41.882,-87.63,member,3209
end,Sangamon St & Washington Blvd,41.883,-87.651,member,5653
end,Morgan St & Lake St*,41.885,-87.652,member,7898
end,Field Blvd & South Water St,41.886,-87.618,member,7939
end,Michigan Ave & Pearson St,41.898,-87.624,member,4144
end,Dearborn St & Division St,41.904,-87.63,member,4993
end,Dodge Ave & Mulford St,42.023,-87.7,member,288
end,Evanston Civic Center,42.057,-87.687,member,834
end,Sheridan Rd & Lawrence Ave,41.97,-87.655,member,3528
end,Western Blvd & 48th Pl,41.806,-87.683,member,324
end,Calumet Ave & 33rd St,41.835,-87.618,member,2248
end,Central Ave & Wellington Ave,41.935,-87.767,member,44
end,Halsted St & 35th St,41.831,-87.647,member,1756
end,Dearborn St & Adams St 2,41.88,-87.629,member,1906
end,Buckingham Fountain,41.87,-87.624,member,4753
end,Rhodes Ave & 32nd St,41.836,-87.614,member,2159
end,Clark/Racine Corral,41.95,-87.659,member,313
end,Pulaski Rd & 60th Pl,41.783,-87.723,member,11
end,Public Rack - Orleans St & Chicago Ave,41.896,-87.638,member,7
end,Public Rack - Forest Glen & Peterson,41.99,-87.743,member,11
end,Rockwell St & 47th St,41.809,-87.689,member,47
end,Michigan Ave & 8th St,41.873,-87.624,member,6070
end,Paulina St & Flournoy St,41.873,-87.669,member,5816
end,W Washington Blvd & N Peoria St,41.883,-87.65,member,559
end,Columbus Dr & Randolph St,41.885,-87.62,member,13202
end,N Carpenter St & W Lake St,41.886,-87.653,member,2064
end,Larrabee St & Menomonee St,41.915,-87.643,member,4032
end,University Library (NU),42.053,-87.673,member,1550
end,Racine Ave & 35th St,41.831,-87.656,member,458
end,Michigan Ave & 14th St,41.864,-87.624,member,7250
end,Damen Ave & Madison St,41.881,-87.675,member,1261
end,Paulina St & Adams St,41.879,-87.669,member,789
end,May St & Hubbard St,41.89,-87.656,member,1877
end,Racine Ave & Garfield Blvd,41.794,-87.655,member,23
end,Lock St & 31st St,41.838,-87.659,member,462
end,Public Rack - California Ave & Pershing Rd,41.823,-87.695,member,42
end,Public Rack - Southport Ave & Fullteron Ave,41.925,-87.663,member,42
end,Sheffield Ave & School St,41.942,-87.654,member,620
end,Western Ave & 111th St,41.691,-87.681,member,26
end,Public Rack - 111th St - Morgan Park Metra,41.693,-87.671,member,12
end,California Ave & 36th St,41.828,-87.695,member,48
end,Racine Ave & 115th St,41.685,-87.652,member,24
end,Wabash Ave & Jackson Blvd,41.878,-87.626,member,1732
end,Public Rack - Hoyne Ave & Walton St,41.899,-87.68,member,56
end,Wallace St & 35th St,41.831,-87.641,member,708
end,Damen Ave & 74th St,41.759,-87.674,member,18
end,Winthrop Ave & Sheridan Rd,41.998,-87.659,member,62
end,Francisco Ave & Hollywood Ave,41.984,-87.702,member,22
end,Cornell Ave & Hyde Park Blvd,41.802,-87.587,member,4313
end,Public Rack - Wells St & Lake St,41.886,-87.634,member,63
end,Public Rack - Trader Joe's Clybourn Ave,41.915,-87.655,member,49
end,Ellis Ave & 60th St,41.785,-87.601,member,12167
end,Clark/Eddy,41.947,-87.656,member,247
end,Vincennes Ave & 95th St,41.721,-87.65,member,79
end,Public Rack - Milwaukee Ave & Pensacola Ave,41.96,-87.753,member,9
end,State St & 45th St,41.813,-87.626,member,73
end,MLK Jr Dr & Pershing Rd,41.825,-87.617,member,731
end,Public Rack - Wells St & Monroe St,41.881,-87.634,member,29
end,Woodlawn Ave & Lake Park Ave,41.814,-87.597,member,536
end,Public Rack - Wabash Ave & 87th St,41.736,-87.623,member,1
end,Public Rack - Washington Park Ct & 51st St,41.802,-87.615,member,35
end,Public Rack - Rockwell St & Chicago Ave,41.896,-87.692,member,39
end,Public Rack - Western Ave & Chicago Ave,41.896,-87.687,member,21
end,Hale Ave & 107th St,41.699,-87.669,member,26
end,Racine Ave & 57th St,41.79,-87.655,member,11
end,Public Rack - Pulaski & Ardmore,41.986,-87.728,member,16
end,Public Rack - Wells St & Scott St,41.905,-87.635,member,169
end,Public Rack - Clybourn Ave & Dickens Ave,41.919,-87.661,member,49
end,Public Rack - Halsted St & Fullerton Ave,41.926,-87.648,member,37
end,Lake Park Ave & 47th St,41.809,-87.592,member,1364
end,Woodlawn Ave & 55th St,41.795,-87.596,member,6386
end,State St & 29th St,41.842,-87.627,member,278
end,Indiana Ave & 103rd St,41.707,-87.618,member,66
end,Halsted St & 96th St,41.72,-87.643,member,182
end,Public Rack - Michigan Ave & Wacker Dr (South),41.888,-87.624,member,41
end,Major Ave & Addison St,41.946,-87.769,member,13
end,Public Rack - Kilpatrick & Elston,41.97,-87.743,member,44
end,University Ave & 57th St,41.791,-87.6,member,15672
end,Clark St & Elm St,41.903,-87.633,member,151
end,Halsted St & 59th St,41.788,-87.645,member,31
end,Public Rack - Lafayette Ave & 95th St,41.722,-87.625,member,14
end,Public Rack - Desplaines St & Fulton St,41.887,-87.643,member,47
end,Wallace St & Pershing Rd,41.824,-87.64,member,53
end,Calumet Ave & 35th St,41.831,-87.618,member,671
end,Public Rack - Wells St & Schiller St,41.908,-87.635,member,45
end,Buckingham Fountain,41.876,-87.621,member,86
end,MLK Jr Dr & 47th St,41.81,-87.616,member,331
end,Hamilton Park,41.763,-87.637,member,9
end,Halsted St & 69th St,41.769,-87.645,member,26
end,Wabash Ave & 87th St,41.737,-87.623,member,82
end,Stony Island Ave & 82nd St,41.747,-87.586,member,32
end,Public Rack - Woodlawn Ave & 63rd St N,41.781,-87.596,member,268
end,Michigan Ave & 9th St,41.871,-87.624,member,181
end,Chicago State University,41.719,-87.608,member,93
end,63rd St Beach,41.781,-87.576,member,399
end,Cottage Grove Ave & 49th St,41.806,-87.607,member,206
end,Cottage Grove Ave & 78th St,41.753,-87.605,member,156
end,Public Rack - Maryland Ave & 87th ST,41.737,-87.604,member,5
end,Prairie Ave & Garfield Blvd,41.795,-87.619,member,901
end,Public Rack - Langley Ave & 49th St,41.805,-87.609,member,65
end,Dorchester Ave & 49th St,41.806,-87.592,member,750
end,Jeffery Blvd & 67th St,41.774,-87.577,member,201
end,Public Rack - Dearborn St & Jackson Ave,41.878,-87.629,member,26
end,Cottage Grove Ave & 67th St,41.774,-87.606,member,341
end,Cottage Grove Ave & 63rd St,41.781,-87.606,member,600
end,Martin Luther King Dr & 87th St,41.737,-87.614,member,38
end,Public Rack - State ST & 42nd St,41.819,-87.626,member,7
end,Public Rack - South Shore Dr & 71st St,41.766,-87.563,member,173
end,Public Rack - Prairie Ave & 47th St,41.809,-87.619,member,73
end,Jeffery Blvd & 76th St,41.757,-87.576,member,27
end,Public Rack - Kimbark Ave & 67th St,41.774,-87.594,member,11
end,Steelworkers Park,41.738,-87.531,member,54
end,South Chicago Ave & 83rd St,41.744,-87.575,member,20
end,Evans Ave & 75th St,41.758,-87.606,member,53
end,Big Marsh Park,41.686,-87.574,member,73
end,Yates Ave & 95th St,41.722,-87.565,member,6
end,Olive Harvey College,41.71,-87.59,member,4
end,Ewing Ave & 106th St,41.703,-87.536,member,74
end,Commercial Ave & 90th St,41.732,-87.552,member,30
end,Ewing Ave & 97th St,41.72,-87.535,member,10
end,Cottage Grove Ave & 111th Pl,41.692,-87.61,member,12
end,Commercial Ave & 100th St,41.713,-87.551,member,8
end,Cottage Grove Ave & 107th St,41.7,-87.608,member,1
end,Public Rack - Brandon Ave & 91st St,41.73,-87.547,member,5
end,Public Rack - Ingleside Ave & 79th St,41.751,-87.601,member,1
end,State St & 76th St,41.757,-87.625,member,27
end,Rhodes Ave & 71st St,41.766,-87.612,member,9
end,May St & 69th St,41.769,-87.653,member,10
end,Public Rack - Prairie Ave & Garfield Blvd S,41.794,-87.619,member,2
end,Kedzie Ave & 54th Pl,41.793,-87.703,member,37
end,Mulligan Ave & Archer Ave,41.793,-87.781,member,24
end,Vincennes Ave & 75th St,41.758,-87.631,member,4
end,Public Rack - Wentworth Park,41.789,-87.78,member,5
end,St Louis Ave & Norman Bobbins Pl,41.794,-87.711,member,14
end,Public Rack - Langley Ave & Oakwood Blvd,41.823,-87.61,member,5
end,Public Rack - Kedvale Ave & 26th St,41.844,-87.728,member,2
end,Mayfield Ave & Roosevelt Rd,41.866,-87.772,member,30
end,Keeler Ave & Roosevelt Rd,41.866,-87.73,member,7
end,Public Rack - Sheffield Ave & Belden Ave,41.923,-87.654,member,12
end,Public Rack - Champlain Ave & 65th St,41.776,-87.609,member,15
end,Paulina St & Division St,41.903,-87.67,member,1
end,Public Rack - Damen Ave & Division St,41.903,-87.676,member,48
end,Mango Ave & Grand Ave,41.92,-87.769,member,5
end,Oketo Ave & Addison St,41.945,-87.812,member,12
end,Newcastle Ave & Irving Park Rd,41.953,-87.798,member,5
end,Public Rack - Ozark Ave & Addison St,41.945,-87.82,member,4
end,Public Rack - Irving Park Rd & Parkside Ave,41.953,-87.689,member,4
end,Public Rack - Foster Ave & Drake Ave,41.976,-87.717,member,37
end,Mason Ave & Belmont Ave,41.938,-87.773,member,20
end,Public Rack - Northwest Hwy & Raven St,41.993,-87.799,member,1
end,Public Rack - Newland Ave & Diversey Ave,41.931,-87.799,member,3
end,Public Rack - Lockwood & Archer,41.797,-87.755,member,7
end,Cicero Ave & Flournoy St,41.872,-87.747,member,24
end,Lawler Ave & 50th St,41.802,-87.749,member,7
end,Public Rack - Pulaski & 52nd,41.797,-87.723,member,1
end,Public Rack - Avers Ave & Ogden Ave,41.853,-87.721,member,3
end,Columbus Ave & 83rd Pl,41.741,-87.714,member,5
end,Public Rack - Linder & 51st,41.8,-87.76,member,14
end,Public Rack - Central Park Ave & 16th St,41.859,-87.716,member,2
end,Public Rack - Homan Ave & Roosevelt,41.866,-87.711,member,4
end,Public Rack - Narragansett Ave & Fullerton Ave,41.924,-87.784,member,6
end,Kedzie Ave & 83rd St,41.743,-87.702,member,4
end,Public Rack - Maplewood Ave & 63rd St,41.779,-87.687,member,2
end,Public Rack - Ashland Ave & 71st St,41.766,-87.664,member,12
end,Loomis St & 89th St,41.732,-87.658,member,9
end,Public Rack - Racine Ave & 109th Pl,41.695,-87.653,member,1
end,Homewood Ave & 115th St,41.685,-87.671,member,2
end,Public Rack - Kingston Ave & 75th St,41.759,-87.562,member,11
end,Public Rack - King Dr & Oakwood Blvd,41.823,-87.616,member,14
end,Public Rack - Cottage Grove & 86th St,41.738,-87.605,member,8
end,Public Rack - Cottage Grove Ave & 75th St,41.759,-87.606,member,1
end,Kildare Ave & Archer Ave,41.801,-87.73,member,7
end,Public Rack - Milwaukee Ave & Lawrence Ave,41.967,-87.76,member,9
end,Whipple St & Roosevelt Rd,41.867,-87.702,member,3
end,Public Rack - Central Park Ave & Fulton Blvd,41.886,-87.716,member,4
end,Public Rack - Hoyne Ave & 51st St,41.801,-87.677,member,1
end,Public Rack - Sacramento Blvd & Washington Blvd,41.883,-87.7,member,10
end,Public Rack - Pulaski & 84th,41.739,-87.721,member,2
end,Public Rack - Homan Ave & Lake St,41.885,-87.711,member,5
end,Public Rack - 532 E 43rd St,41.817,-87.613,member,21
end,Stony Island Ave & South Chicago Ave,41.751,-87.585,member,10
end,Public Rack - Emil G Hirch Metropolitan High School,41.754,-87.602,member,2
end,Ewing Ave & 98th St,41.718,-87.535,member,11
end,Public Rack - Nina Ave & Avondale Ave,41.991,-87.799,member,2
end,Monitor Ave & Fullerton Ave,41.924,-87.772,member,5
end,Public Rack - Kedzie Ave & 61st Pl W,41.782,-87.703,member,2
end,Public Rack - Albany Ave & 103rd St,41.707,-87.7,member,1
end,Public Rack - Menard Ave & Adams Blvd,41.878,-87.769,member,1
end,Public Rack - Kedzie & 103rd St - W,41.705,-87.701,member,2
end,Public Rack - Normal Blvd & 61st Pl,41.782,-87.637,member,4
end,Public Rack - Ewing Ave & 106th St,41.702,-87.535,member,1
end,Public Rack - Harriet E Sayre Public School,41.914,-87.799,member,1
end,Public Rack - S. New England/ W. 65th,41.774,-87.793,member,1
end,Public Rack - Elston Ave & Gunnison St,41.969,-87.741,member,4
end,Homan Ave & 65th St,41.775,-87.708,member,2
end,Public Rack - Division St & Christiana Ave,41.903,-87.711,member,4
end,Public Rack - Western Ave & 110th St,41.694,-87.682,member,3
end,Eberhart Ave & 131st St,41.658,-87.611,member,4
end,Ellis Ave & 58th St,41.79,-87.601,member,1
end,Public Rack - Pulaski Rd & Roosevelt Rd,41.866,-87.724,member,3
end,Public Rack - Lawndale Ave & Polk St,41.871,-87.718,member,2
end,Public Rack - Talman Ave & Pershing Rd,41.823,-87.691,member,1
end,Public Rack - California & 82nd,41.745,-87.693,member,1
end,Public Rack - Austin Blvd & North Ave,41.909,-87.776,member,1
end,Clinton St & Washington Blvd,41.883,-87.642,member,1
end,Public Rack - Ashland Ave & 76th St,41.756,-87.664,member,2
end,Public Rack - Wentworth Ave & 79th St,41.751,-87.63,member,1
end,Public Rack - Ashland Ave & 46th St,41.811,-87.665,member,2
end,Public Rack - Vincennes Ave & 87th St,41.736,-87.645,member,1
end,Wentworth Ave & 104th St,41.705,-87.629,member,3
end,Public Rack - Orville T Bright School,41.7,-87.562,member,2
end,Eggleston Ave & 92nd St,41.728,-87.635,member,2
end,Wells St & Elm St,41.915,-87.635,member,1
end,Public Rack - Austin & Higgins,41.973,-87.778,member,1
end,Public Rack - Osceola Ave & Touhy Ave,42.012,-87.813,member,2
end,Public Rack - Racine Ave & 76th,41.756,-87.654,member,2
end,Public Rack - Western Ave & 98th St,41.715,-87.682,member,1
end,Public Rack - 85th Pl & Pulaski Rd,41.737,-87.721,member,1
end,Public Rack - Ewing Ave & 95th St,41.722,-87.536,member,1
end,Shields Ave & 57th St,41.791,-87.635,member,2
end,Public Rack - Bell Ave & 95th St,41.721,-87.679,member,2
end,Public Rack - Wentworth Ave & 103rd St,41.707,-87.628,member,1
end,Public Rack - Fairfield Ave & 63rd St,41.779,-87.693,member,1
end,Public Rack - Saginaw Ave & 93rd St,41.726,-87.559,member,1
end,Commercial Ave & 130th St,41.659,-87.551,member,2
end,Public Rack - Normandy Ave & Archer Ave,41.792,-87.789,member,2
end,Public Rack - Kedvale Ave & Addison St,41.947,-87.731,member,2
end,Public Rack - Baltimore Ave & 134th St,41.651,-87.547,member,1
end,Public Rack - Pullman - Walmart,41.697,-87.598,member,2
end,Public Rack - Bensley Ave & 103rd St,41.708,-87.563,member,2
end,Public Rack - 63rd St and Natoma Ave,41.778,-87.788,member,1
end,Public Rack - Leoti Ave & Central Ave (north),41.998,-87.764,member,1
end,Public Rack - Homan Ave & 62nd Pl,41.78,-87.708,member,1
end,California Ave & Francis Pl,41.919,-87.698,member,1
end,Public Rack - Normal Ave & 111th St,41.692,-87.635,member,1
start,Harlem Ave & Irving Park Rd,41.953,-87.807,member,100
start,Harlem Ave & Grace St,41.949,-87.807,member,31
start,Public Rack - Mont Clare Ave & Higgins Ave,41.981,-87.805,member,14
start,Public Rack - Sayer & Northwest Hwy,41.994,-87.803,member,7
start,Public Rack - William J Onahan Public School,41.994,-87.793,member,6
start,Milwaukee Ave & Highland Ave,41.996,-87.787,member,234
start,Narragansett Ave & Wrightwood Ave,41.927,-87.785,member,133
start,Narragansett Ave & McLean Ave,41.916,-87.785,member,32
start,Meade Ave & Diversey Ave,41.931,-87.778,member,31
start,Public Rack - Hiawatha & Mendota,42.007,-87.778,member,17
start,Marmora Ave & Irving Park Rd,41.953,-87.775,member,58
start,Austin Blvd & Chicago Ave,41.895,-87.775,member,45
start,Austin Blvd & Lake St,41.888,-87.775,member,1
start,Farragut Ave & Central Ave,41.977,-87.768,member,170
start,Parkside Ave & Armitage Ave,41.917,-87.767,member,34
start,Central Ave & Roscoe St,41.942,-87.767,member,49
start,Edgebrook Metra,41.998,-87.765,member,286
start,Pine Ave & Division St,41.902,-87.764,member,102
start,Public Rack - Minuteman Park,41.785,-87.763,member,29
start,Lockwood Ave & Grand Ave,41.918,-87.758,member,173
start,Lawler Ave & North Ave,41.909,-87.752,member,38
start,Public Rack - Milwaukee Ave & Culyer Ave,41.955,-87.749,member,14
start,Public Rack - Cicero Ave & Belle Plaine Ave,41.956,-87.748,member,33
start,Cicero Ave & Roscoe Ave,41.942,-87.747,member,223
start,Cicero Ave & Wrightwood Ave,41.928,-87.747,member,242
start,Lamon Ave & 47th St,41.808,-87.746,member,2
start,Knox Ave & Montrose Ave,41.961,-87.745,member,528
start,Kilbourn Ave & Milwaukee Ave,41.949,-87.74,member,196
start,Kilbourn Ave & Diversey Ave,41.932,-87.739,member,228
start,Kilbourn Ave & Belden Ave,41.922,-87.739,member,441
start,Midway Orange Line,41.787,-87.739,member,225
start,Kostner Ave & Devon Ave,41.997,-87.738,member,127
start,Public Rack - Kostner Ave & North Ave,41.909,-87.736,member,14
start,Lowell Ave & Armitage Ave,41.917,-87.735,member,214
start,Kildare Ave & 26th St,41.844,-87.732,member,17
start,Kildare & Cermak,41.851,-87.732,member,18
start,Tripp Ave & 15th St,41.861,-87.731,member,71
start,Kildare Ave & Archer Ave,41.8,-87.731,member,38
start,Karlov Ave & Lawrence Ave,41.968,-87.73,member,343
start,Public Rack - Karlov Ave & Milwaukee Ave,41.943,-87.73,member,88
start,Public Rack - Pulaski & Rosemont,41.995,-87.729,member,20
start,Public Rack - Keystone Ave & North Ave,41.91,-87.728,member,43
start,Public Rack - Springfield Ave & Lawrence Ave,41.968,-87.726,member,68
start,Komensky Ave & 31st St,41.837,-87.726,member,110
start,Public Rack - Legler Regional Library,41.879,-87.725,member,3
start,Harding Ave & Division St,41.902,-87.725,member,69
start,Public Rack - 2302 S Pulaski Rd,41.849,-87.725,member,3
start,Public Rack - Hamlin Ave & Montrose Ave,41.961,-87.723,member,3
start,Hamlin Ave & Grand Ave,41.904,-87.722,member,108
start,Archer Ave & 49th St,41.804,-87.721,member,46
start,Public Rack - Avondale Ave & Addison St,41.947,-87.72,member,22
start,Monticello Ave & Lawrence Ave,41.968,-87.72,member,298
start,Public Rack - Central Park & Bryn Mawr,41.983,-87.72,member,6
start,Public Rack - Lawndale Ave & Diversey Ave,41.932,-87.719,member,54
start,Public Rack - Monticello Ave & Belmont Ave,41.939,-87.719,member,28
start,Lawndale Ave & 16th St,41.859,-87.718,member,21
start,W 103rd St & S Avers Ave,41.706,-87.717,member,46
start,Central Park Ave & Elbridge Ave,41.935,-87.717,member,2072
start,Central Park Ave & Bloomingdale Ave,41.914,-87.717,member,1599
start,Public Rack - Lawndale Ave & 23rd St,41.85,-87.717,member,7
start,Central Park Ave & North Ave,41.91,-87.717,member,592
start,Central Park & Augusta Blvd,41.899,-87.716,member,332
start,St Louis Ave & Foster Ave,41.976,-87.716,member,547
start,Lawndale Ave & 59th St,41.786,-87.716,member,54
start,Public Rack - St Louis Ave & Berteau Ave,41.958,-87.716,member,32
start,Central Park Blvd & 5th Ave,41.876,-87.715,member,180
start,Public Rack - Kimball Ave & Lawrence Ave,41.968,-87.713,member,73
start,Public Rack - Christiana & Lincoln,41.993,-87.713,member,21
start,Kimball Ave & Wrightwood Ave,41.928,-87.712,member,325
start,Public Rack - Bryn Mawr Ave & Spaulding Ave,41.983,-87.712,member,50
start,Milwaukee Ave & Diversey Ave,41.933,-87.712,member,220
start,Public Rack - Spaulding Ave & Bryn Mawr Ave,41.983,-87.711,member,54
start,Spaulding Ave & Milwaukee Ave,41.931,-87.711,member,876
start,Public Rack - Spaulding Ave & Evergreen Ave,41.905,-87.709,member,40
start,Kedzie Ave & Bryn Mawr Ave,41.982,-87.709,member,631
start,Kedzie Ave & Palmer Ct,41.922,-87.707,member,3031
start,Kedzie Ave & Roosevelt Rd,41.866,-87.706,member,89
start,Troy St & Grace St,41.95,-87.706,member,502
start,Kedzie Ave & Harrison St,41.874,-87.705,member,83
start,Troy St & Jackson Blvd,41.878,-87.705,member,81
start,Columbus Ave & 79th St,41.749,-87.704,member,14
start,Public Rack - Kedzie Ave & 58th St,41.788,-87.704,member,4
start,Kedzie Ave & 54th Pl,41.794,-87.703,member,41
start,Albany Ave & Douglas Blvd,41.863,-87.703,member,42
start,Kedzie Ave & 57th St,41.79,-87.703,member,178
start,N Shore Channel Trail & Argyle St,41.972,-87.703,member,490
start,Sacramento Ave & Linden Pl,41.926,-87.703,member,684
start,Archer Ave & 43rd St,41.815,-87.702,member,25
start,Humboldt Blvd & Armitage Ave,41.918,-87.702,member,2822
start,Public Rack - Mt Greenwood Library N,41.693,-87.701,member,1
start,Sacramento Ave & 25th St,41.847,-87.7,member,77
start,Public Rack - California Ave & Devon Ave - NE,41.998,-87.699,member,16
start,Central St Metra,42.064,-87.699,member,615
start,Fairfield Ave & Pratt Blvd,42.004,-87.699,member,229
start,California Ave & Winona St,41.975,-87.698,member,323
start,California Ave & Francis Pl,41.918,-87.698,member,12
start,California Ave & Division St,41.903,-87.698,member,48
start,California Ave & Milwaukee Ave,41.923,-87.697,member,6949
start,California Ave & North Ave,41.91,-87.697,member,2220
start,Washtenaw Ave & Peterson Ave,41.991,-87.697,member,200
start,Public Rack - California Ave & Ogden Ave,41.861,-87.696,member,10
start,California & 16th St,41.859,-87.696,member,229
start,Talman Ave & Addison St,41.947,-87.695,member,2177
start,Lincoln Ave & Balmoral Ave,41.979,-87.693,member,630
start,Stave St & Armitage Ave,41.918,-87.691,member,2576
start,Elston Ave & George St,41.934,-87.691,member,990
start,Public Rack - Western Ave & Devon Ave,41.998,-87.69,member,111
start,Campbell Ave & Augusta Blvd,41.899,-87.689,member,38
